data.name,date,eur,inr,usd,btc,eth,ltc,xrp
Dogecoin,30-07-2021,0.175425746,15.48879801,0.20861219,5.21E-06,8.78E-05,,
Binance Coin,30-07-2021,266.6679568,23544.81149,317.1152916,0.007924643,0.133418296,,
Nano,30-07-2021,3.666696737,323.7422468,4.360349924,0.000108767,0.001830675,,
Litecoin,30-07-2021,119.0498824,10511.22554,141.5713333,0.003537837,0.059562584,,
Dash,30-07-2021,136.7596339,12074.86583,162.6313551,0.004064123,0.068423059,,
Swipe,30-07-2021,1.678490647,148.19833,1.996021785,4.98E-05,0.000838022,,
NEO,30-07-2021,29.68219441,2621.111328,35.30266036,0.000880586,0.014817112,,
NEM,30-07-2021,0.14114375,12.46195092,0.167844844,4.19E-06,7.05E-05,,
Cosmos,30-07-2021,9.884326682,872.8438431,11.75597137,0.00029324,0.004934176,,
Filecoin,30-07-2021,41.48714095,3663.008202,49.33553682,0.001230658,0.020713324,,
XRP,30-07-2021,0.630507279,55.66913703,0.749784496,1.87E-05,0.000315453,,
TRON,30-07-2021,0.051982897,4.589705917,0.061816844,1.54E-06,2.60E-05,,
Cardano,30-07-2021,1.083272815,95.6593238,1.288395721,3.21E-05,0.000540554,,
Chainlink,30-07-2021,16.26104117,1435.729862,19.33724949,0.000483234,0.008135662,,
Tether,30-07-2021,0.84374804,74.49016653,1.003277129,2.52E-05,0.000428005,,
Uniswap,30-07-2021,16.43699611,1451.265385,19.54649099,0.000488463,0.008223695,,
Stellar,30-07-2021,0.229034642,20.22206764,0.272362634,6.81E-06,0.00011459,,
Status,30-07-2021,0.063891659,5.641161691,0.075978465,1.90E-06,3.19E-05,,
Bitcoin,31-07-2021,35337.21331,3119189.773,41936.26148,1,17.02991401,,
Ethereum,31-07-2021,2074.919184,183151.587,2462.399983,0.058934822,1,,
Dogecoin,31-07-2021,0.17377762,15.33922242,0.206229723,4.94E-06,8.37E-05,,
Binance Coin,31-07-2021,271.9571227,24005.45478,322.7437577,0.007726423,0.131101318,,
Nano,31-07-2021,3.694462997,326.1075257,4.384385518,0.000104935,0.001780457,,
Litecoin,31-07-2021,122.9026916,10848.53,145.8541557,0.00349172,0.059247225,,
Dash,31-07-2021,139.7256535,12333.48045,165.8187217,0.003965887,0.067287796,,
Swipe,31-07-2021,1.72850061,152.5734748,2.051289469,4.91E-05,0.000833009,,
NEO,31-07-2021,35.2804415,3114.178568,41.86888782,0.001002333,0.017007506,,
NEM,31-07-2021,0.145965139,12.88423524,0.1732234,4.14E-06,7.03E-05,,
Cosmos,31-07-2021,10.29375755,908.6223919,12.21606538,0.000292172,0.004957173,,
Filecoin,31-07-2021,43.21808007,3814.828074,51.28884077,0.001227542,0.020827907,,
XRP,31-07-2021,0.63566949,56.11007736,0.754377594,1.81E-05,0.000306346,,
TRON,31-07-2021,0.053257257,4.700978791,0.063202783,1.51E-06,2.57E-05,,
Cardano,31-07-2021,1.100565062,97.14606685,1.306090093,3.13E-05,0.000530545,,
Chainlink,31-07-2021,18.82689932,1661.836527,22.34272878,0.000534371,0.009066485,,
Tether,31-07-2021,0.844480853,74.54170247,1.002183436,2.43E-05,0.000410432,,
Uniswap,31-07-2021,17.6957222,1561.988356,21.00030998,0.000502264,0.008521743,,
Stellar,31-07-2021,0.235470564,20.78481314,0.279443516,6.69E-06,0.000113512,,
Status,31-07-2021,0.070407133,6.214785737,0.083555314,2.00E-06,3.39E-05,,
Bitcoin,01-08-2021,35185.10883,3105645.684,41754.1666,1,16.42671901,,
Ethereum,01-08-2021,2141.80056,189047.9775,2541.674599,0.060833822,1,,
Dogecoin,01-08-2021,0.179562592,15.84925573,0.213086917,5.10E-06,8.39E-05,,
Binance Coin,01-08-2021,282.2828389,24915.95193,334.9850285,0.008022804,0.131898656,,
Nano,01-08-2021,3.687819481,325.508746,4.376335163,0.000104791,0.001722656,,
Litecoin,01-08-2021,122.4305111,10806.44059,145.2882804,0.003479616,0.057206524,,
Dash,01-08-2021,138.8784733,12258.23496,164.8070761,0.003946113,0.064867094,,
Swipe,01-08-2021,1.828596379,161.4027252,2.169995216,5.20E-05,0.000854175,,
NEO,01-08-2021,39.1520125,3455.78805,46.46169096,0.001112039,0.01827873,,
NEM,01-08-2021,0.149971889,13.23740542,0.177971632,4.26E-06,7.01E-05,,
Cosmos,01-08-2021,10.71239979,945.5397262,12.71240421,0.000304266,0.005001252,,
Filecoin,01-08-2021,44.04117889,3887.334775,52.26366442,0.001251392,0.02057067,,
XRP,01-08-2021,0.632254561,55.80652476,0.75029645,1.80E-05,0.000295425,,
TRON,01-08-2021,0.054208104,4.784727638,0.064328753,1.54E-06,2.53E-05,,
Cardano,01-08-2021,1.117144761,98.60580007,1.325715623,3.18E-05,0.000521994,,
Chainlink,01-08-2021,19.24269381,1698.473899,22.83530363,0.0005469,0.008991285,,
Tether,01-08-2021,0.842801522,74.39064411,1.000152517,2.39E-05,0.000394389,,
Uniswap,01-08-2021,18.46044305,1629.427823,21.90700669,0.000524334,0.008618547,,
Stellar,01-08-2021,0.241436424,21.31060587,0.28651259,6.86E-06,0.000112813,,
Status,01-08-2021,0.069636685,6.146545446,0.08263785,1.98E-06,3.25E-05,,
Bitcoin,02-08-2021,33642.25418,2968838.734,39914.82976,1,15.62132793,,
Ethereum,02-08-2021,2153.828339,190069.5763,2555.408179,0.06401065,1,,
Dogecoin,02-08-2021,0.174303648,15.3818296,0.206802445,5.18E-06,8.09E-05,,
Binance Coin,02-08-2021,280.140612,24721.65793,332.37264,0.008325632,0.130079523,,
Nano,02-08-2021,3.645762384,321.7287558,4.325512319,0.00010835,0.001692689,,
Litecoin,02-08-2021,118.6791371,10473.11566,140.8067821,0.003527082,0.05510706,,
Dash,02-08-2021,135.4781478,11955.58332,160.737957,0.00402634,0.062907455,,
Swipe,02-08-2021,1.762089396,155.49247,2.090533042,5.24E-05,0.000818083,,
NEO,02-08-2021,35.57897514,3139.749166,42.21265104,0.001057389,0.016520618,,
NEM,02-08-2021,0.142872309,12.60809818,0.169510754,4.25E-06,6.63E-05,,
Cosmos,02-08-2021,10.37604273,915.6579517,12.31064889,0.000308371,0.004817976,,
Filecoin,02-08-2021,45.35148997,4001.962222,53.80475503,0.001347762,0.021055283,,
XRP,02-08-2021,0.612751477,54.07117302,0.726964938,1.82E-05,0.000283957,,
TRON,02-08-2021,0.053484822,4.719892176,0.063457031,1.59E-06,2.48E-05,,
Cardano,02-08-2021,1.105506476,97.55798255,1.311627412,3.29E-05,0.000513327,,
Chainlink,02-08-2021,18.6020395,1641.580112,22.07037721,0.000552843,0.008637607,,
Tether,02-08-2021,0.845354098,74.61941674,1.003297148,2.49E-05,0.000384397,,
Uniswap,02-08-2021,18.58644722,1640.128244,22.05085743,0.000551917,0.008613207,,
Stellar,02-08-2021,0.23346002,20.60222082,0.276988483,6.94E-06,0.000108404,,
Status,02-08-2021,0.068188379,6.017441613,0.080902056,2.03E-06,3.17E-05,,
Bitcoin,03-08-2021,33078.25971,2919675.596,39278.76651,1,15.03808231,,
Ethereum,03-08-2021,2199.396971,194131.3031,2611.67307,0.066403268,1,,
Dogecoin,03-08-2021,0.171684873,15.15388469,0.203867135,5.18E-06,7.81E-05,,
Binance Coin,03-08-2021,279.129824,24637.58803,331.4526,0.00842737,0.126898371,,
Nano,03-08-2021,3.703605642,326.9013275,4.397845066,0.000111817,0.001681022,,
Litecoin,03-08-2021,119.3074234,10530.7527,141.6715532,0.00360208,0.054239699,,
Dash,03-08-2021,136.374135,12035.26647,161.9108811,0.004115185,0.061865695,,
Swipe,03-08-2021,1.885902322,166.4604799,2.239413972,5.69E-05,0.000855988,,
NEO,03-08-2021,36.80488823,3248.609054,43.70395009,0.001111198,0.016732287,,
NEM,03-08-2021,0.143630171,12.67761695,0.170553591,4.34E-06,6.52E-05,,
Cosmos,03-08-2021,10.55027262,931.2271498,12.52791709,0.000318529,0.004796379,,
Filecoin,03-08-2021,46.04721024,4064.389034,54.67874173,0.001390224,0.020900271,,
XRP,03-08-2021,0.624611195,55.13174152,0.741694319,1.89E-05,0.000283962,,
TRON,03-08-2021,0.054530504,4.813172886,0.064752226,1.65E-06,2.48E-05,,
Cardano,03-08-2021,1.106650952,97.67931586,1.314092239,3.34E-05,0.000503107,,
Chainlink,03-08-2021,19.9018486,1756.650507,23.63244232,0.000600868,0.009047805,,
Tether,03-08-2021,0.843033608,74.41343929,1.001059927,2.54E-05,0.000380628,,
Uniswap,03-08-2021,18.92199688,1670.163213,22.46891777,0.000571285,0.008602343,,
Stellar,03-08-2021,0.23232522,20.50634707,0.275874491,7.01E-06,0.00010562,,
Status,03-08-2021,0.069316863,6.11733974,0.082296796,2.09E-06,3.14E-05,,
Bitcoin,04-08-2021,32323.88026,2847628.253,38368.35401,1,15.21780375,,
Ethereum,04-08-2021,2124.072882,187123.8819,2521.268475,0.065631479,1,,
Dogecoin,04-08-2021,0.165540174,14.58348258,0.196504346,5.14E-06,7.83E-05,,
Binance Coin,04-08-2021,272.1873497,23978.70794,323.0998008,0.008444215,0.128789558,,
Nano,04-08-2021,3.633643391,320.1121122,4.313124379,0.000112276,0.001710688,,
Litecoin,04-08-2021,116.7257311,10283.10911,138.5591965,0.003621245,0.055230544,,
Dash,04-08-2021,132.3543543,11659.98623,157.1042425,0.004089602,0.062311287,,
Swipe,04-08-2021,1.832413538,161.4296465,2.175069663,5.66E-05,0.000862744,,
NEO,04-08-2021,34.82942962,3068.345099,41.34424978,0.001080532,0.016480071,,
NEM,04-08-2021,0.138420661,12.19440807,0.164304932,4.28E-06,6.52E-05,,
Cosmos,04-08-2021,10.24374167,902.4401759,12.15929225,0.00031652,0.004822665,,
Filecoin,04-08-2021,45.90019305,4043.638782,54.48579167,0.001418566,0.02161412,,
XRP,04-08-2021,0.604077611,53.21726408,0.717038407,1.87E-05,0.000284395,,
TRON,04-08-2021,0.054128781,4.768568796,0.06425071,1.67E-06,2.55E-05,,
Cardano,04-08-2021,1.153935299,101.6579301,1.369717921,3.57E-05,0.000543263,,
Chainlink,04-08-2021,20.29583488,1787.99675,24.09109833,0.000627119,0.009555104,,
Tether,04-08-2021,0.848138769,74.71515079,1.006696486,2.61E-05,0.000398022,,
Uniswap,04-08-2021,18.04028595,1589.290257,21.41376815,0.000557425,0.008493211,,
Stellar,04-08-2021,0.232655012,20.49614651,0.276160838,7.19E-06,0.000109532,,
Status,04-08-2021,0.066821344,5.886742135,0.079316746,2.06E-06,3.15E-05,,
Bitcoin,05-08-2021,33576.49392,2949669.022,39751.58458,1,14.5868843,,
Ethereum,05-08-2021,2301.297955,202167.2454,2724.532243,0.068515977,1,,
Dogecoin,05-08-2021,0.170325033,14.96292237,0.2016497,5.07E-06,7.40E-05,,
Binance Coin,05-08-2021,282.943119,24856.33416,334.9795053,0.008423996,0.122921069,,
Nano,05-08-2021,3.809206625,334.6469492,4.509911589,0.00011339,0.001654194,,
Litecoin,05-08-2021,120.579873,10592.84858,142.7558527,0.003589995,0.052384405,,
Dash,05-08-2021,136.1915138,11964.31915,161.2386478,0.004054796,0.059166685,,
Swipe,05-08-2021,1.934988761,169.9872661,2.290854714,5.76E-05,0.00084035,,
NEO,05-08-2021,36.78850104,3231.841363,43.55431553,0.001095295,0.0159823,,
NEM,05-08-2021,0.140699962,12.36038285,0.16657625,4.19E-06,6.11E-05,,
Cosmos,05-08-2021,10.80956755,949.6121488,12.79756724,0.000321831,0.00469608,,
Filecoin,05-08-2021,47.71760044,4191.954292,56.49339785,0.001420463,0.02072337,,
XRP,05-08-2021,0.617813937,54.27447648,0.73143679,1.84E-05,0.000268401,,
TRON,05-08-2021,0.05703229,5.010242532,0.067521162,1.70E-06,2.48E-05,,
Cardano,05-08-2021,1.164104089,102.2656439,1.378195778,3.47E-05,0.00050573,,
Chainlink,05-08-2021,20.4414276,1795.763604,24.20083347,0.000608598,0.00888052,,
Tether,05-08-2021,0.839345207,73.72989154,0.993630132,2.51E-05,0.000366352,,
Uniswap,05-08-2021,19.88879444,1747.215208,23.54656493,0.000592144,0.008640436,,
Stellar,05-08-2021,0.237108689,20.82981492,0.280715614,7.06E-06,0.000103009,,
Status,05-08-2021,0.067996429,5.973433686,0.080501728,2.02E-06,2.95E-05,,
Bitcoin,06-08-2021,34497.48857,3023100.712,40825.38194,1,14.46519339,,
Ethereum,06-08-2021,2384.296812,208941.859,2821.649693,0.068962185,1,,
Dogecoin,06-08-2021,0.169512585,14.8548094,0.200606372,4.90E-06,7.11E-05,,
Binance Coin,06-08-2021,285.8485174,25049.61643,338.2818688,0.008267737,0.119859568,,
Nano,06-08-2021,3.857565594,338.0480661,4.565160981,0.000111574,0.001617522,,
Litecoin,06-08-2021,121.1144765,10613.56277,143.3305718,0.003503053,0.050784692,,
Dash,06-08-2021,139.1776331,12196.4821,164.7070631,0.004025503,0.058358781,,
Swipe,06-08-2021,1.986319818,174.0541984,2.350510222,5.74E-05,0.000832311,,
NEO,06-08-2021,37.09240652,3250.499826,43.89628713,0.001072842,0.015553272,,
NEM,06-08-2021,0.143258209,12.55321147,0.169524505,4.14E-06,6.00E-05,,
Cosmos,06-08-2021,10.98234877,962.4105339,12.99684707,0.000317648,0.004605025,,
Filecoin,06-08-2021,48.80374687,4276.793704,57.7558451,0.001410155,0.020445202,,
XRP,06-08-2021,0.620376423,54.36512872,0.734172413,1.79E-05,0.000260131,,
TRON,06-08-2021,0.059311763,5.197637322,0.070191353,1.72E-06,2.49E-05,,
Cardano,06-08-2021,1.171117542,102.6279426,1.385936279,3.39E-05,0.000491063,,
Chainlink,06-08-2021,20.32754414,1781.230983,24.05458571,0.000587114,0.008517684,,
Tether,06-08-2021,0.845272853,74.05922734,1.000134712,2.44E-05,0.000354917,,
Uniswap,06-08-2021,21.43343712,1878.265396,25.36498433,0.00061993,0.008987286,,
Stellar,06-08-2021,0.23712487,20.77984201,0.280620815,6.86E-06,9.94E-05,,
Status,06-08-2021,0.069412901,6.082407625,0.08213971,2.00E-06,2.91E-05,,
Bitcoin,07-08-2021,36387.72329,3177718.494,42802.13717,1,14.81685242,,
Ethereum,07-08-2021,2455.821078,214465.4117,2888.732274,0.067513583,1,,
Dogecoin,07-08-2021,0.174404504,15.23064282,0.205148462,4.79E-06,7.10E-05,,
Binance Coin,07-08-2021,290.9811619,25411.21389,342.2752093,0.007999376,0.118482767,,
Nano,07-08-2021,4.059466895,354.5108586,4.775068159,0.0001116,0.001652974,,
Litecoin,07-08-2021,125.76425,10982.91806,147.9339237,0.003457416,0.051210673,,
Dash,07-08-2021,141.5981794,12365.68581,166.5590521,0.003892682,0.057656461,,
Swipe,07-08-2021,2.182814269,190.6238875,2.56759993,6.00E-05,0.000888833,,
NEO,07-08-2021,37.78949253,3300.134177,44.45100975,0.001038873,0.015387263,,
NEM,07-08-2021,0.146714111,12.81245712,0.172576818,4.03E-06,5.97E-05,,
Cosmos,07-08-2021,11.53544112,1007.383295,13.56890425,0.000317121,0.004697043,,
Filecoin,07-08-2021,54.74120656,4780.517403,64.39096542,0.001504893,0.022289723,,
XRP,07-08-2021,0.634073794,55.37329184,0.745848079,1.74E-05,0.000258191,,
TRON,07-08-2021,0.060959675,5.32357258,0.071705623,1.68E-06,2.48E-05,,
Cardano,07-08-2021,1.192572227,104.1466318,1.402798401,3.28E-05,0.000485596,,
Chainlink,07-08-2021,20.28401655,1771.391247,23.8596752,0.000557633,0.008259524,,
Tether,07-08-2021,0.851245941,74.33880783,1.001303248,2.35E-05,0.000346676,,
Uniswap,07-08-2021,22.2860155,1946.224638,26.21458575,0.00061267,0.009074726,,
Stellar,07-08-2021,0.242340616,21.16346361,0.285060327,6.66E-06,9.87E-05,,
Status,07-08-2021,0.071323045,6.22859965,0.083895844,1.96E-06,2.90E-05,,
Bitcoin,08-08-2021,37956.60233,3313319.415,44647.5776,1,14.12436182,,
Ethereum,08-08-2021,2678.969757,233853.4527,3151.217517,0.070934691,1,,
Dogecoin,08-08-2021,0.218346565,19.0599756,0.256836614,5.78E-06,8.16E-05,,
Binance Coin,08-08-2021,302.8353178,26435.19379,356.2190113,0.008002621,0.112690687,,
Nano,08-08-2021,4.343255375,379.1327852,5.108882763,0.000114918,0.001618989,,
Litecoin,08-08-2021,132.4993996,11566.17838,155.8563429,0.003508365,0.049489979,,
Dash,08-08-2021,145.8176433,12728.75861,171.5223215,0.003853327,0.054261473,,
Swipe,08-08-2021,2.23308666,194.9312882,2.626734319,5.91E-05,0.000833045,,
NEO,08-08-2021,39.98441561,3490.331916,47.03285303,0.001056614,0.014878949,,
NEM,08-08-2021,0.158275414,13.81622616,0.186176143,4.19E-06,5.90E-05,,
Cosmos,08-08-2021,11.90383946,1039.113618,14.0022437,0.000315194,0.004446215,,
Filecoin,08-08-2021,59.25122288,5172.175987,69.69600568,0.001568711,0.022114865,,
XRP,08-08-2021,0.694044143,60.58471503,0.816389978,1.83E-05,0.000258267,,
TRON,08-08-2021,0.064044813,5.590619525,0.075334608,1.70E-06,2.39E-05,,
Cardano,08-08-2021,1.256789592,109.708064,1.478335979,3.32E-05,0.000467675,,
Chainlink,08-08-2021,20.91820928,1825.998764,24.60566317,0.00055388,0.007813181,,
Tether,08-08-2021,0.850837944,74.27160771,1.00082333,2.27E-05,0.000323791,,
Uniswap,08-08-2021,24.06455896,2100.650889,28.30665016,0.000635922,0.008954873,,
Stellar,08-08-2021,0.260651982,22.75291302,0.306599613,6.90E-06,9.74E-05,,
Status,08-08-2021,0.07709999,6.730236091,0.090691147,2.04E-06,2.88E-05,,
Bitcoin,09-08-2021,37239.93884,3259249.216,43753.21786,1,14.56992759,,
Ethereum,09-08-2021,2563.760753,224391.8228,3012.308559,0.068479515,1,,
Dogecoin,09-08-2021,0.203317111,17.7943669,0.238877349,5.43E-06,7.95E-05,,
Binance Coin,09-08-2021,290.6119176,25435.65652,341.4564973,0.00776241,0.113347814,,
Nano,09-08-2021,4.170760254,365.043616,4.900463819,0.000111404,0.001626817,,
Litecoin,09-08-2021,127.2681783,11138.54435,149.5274296,0.003399887,0.049792996,,
Dash,09-08-2021,136.9942673,11989.77421,160.9546151,0.003659714,0.053598277,,
Swipe,09-08-2021,2.102904863,184.0556514,2.470822721,5.62E-05,0.000820244,,
NEO,09-08-2021,38.39238965,3360.112014,45.10723274,0.001025628,0.015020818,,
NEM,09-08-2021,0.149874755,13.1177098,0.176096388,4.00E-06,5.85E-05,,
Cosmos,09-08-2021,11.17505972,978.0441581,13.12958178,0.000298535,0.004372183,,
Filecoin,09-08-2021,54.72737729,4789.985155,64.30231324,0.001461803,0.021346576,,
XRP,09-08-2021,0.664944199,58.1960907,0.781243184,1.78E-05,0.000260156,,
TRON,09-08-2021,0.06096225,5.335432147,0.07162457,1.63E-06,2.39E-05,,
Cardano,09-08-2021,1.213538974,106.2092494,1.425787388,3.24E-05,0.000474791,,
Chainlink,09-08-2021,19.6278449,1717.834135,23.06076221,0.000524345,0.00767929,,
Tether,09-08-2021,0.852066039,74.40939733,1.001543384,2.26E-05,0.000328031,,
Uniswap,09-08-2021,22.68542954,1985.434744,26.65311952,0.000606027,0.008875553,,
Stellar,09-08-2021,0.244883094,21.43223261,0.287713237,6.54E-06,9.58E-05,,
Status,09-08-2021,0.073531456,6.43549235,0.086392135,1.96E-06,2.88E-05,,
Bitcoin,10-08-2021,39460.63219,3448616.093,46311.0019,1,14.6477057,,
Ethereum,10-08-2021,2695.180968,235542.2086,3163.064655,0.06831221,1,,
Dogecoin,10-08-2021,0.217825703,19.03794239,0.255657969,5.53E-06,8.11E-05,,
Binance Coin,10-08-2021,302.3745573,26425.67304,354.8668108,0.007664003,0.112240815,,
Nano,10-08-2021,4.432831509,387.4021583,5.202371505,0.000112355,0.001645458,,
Litecoin,10-08-2021,141.758192,12388.79246,166.3674284,0.003593011,0.05262035,,
Dash,10-08-2021,153.0161293,13372.6668,179.5797447,0.003878355,0.056799273,,
Swipe,10-08-2021,2.539068131,221.9142745,2.98005696,6.44E-05,0.000945296,,
NEO,10-08-2021,39.60808246,3461.502338,46.48404956,0.001003909,0.014702439,,
NEM,10-08-2021,0.155496073,13.58939859,0.182490207,3.95E-06,5.78E-05,,
Cosmos,10-08-2021,11.60319945,1014.048132,13.61751604,0.000294095,0.004307084,,
Filecoin,10-08-2021,57.66773918,5039.80505,67.6788645,0.00146165,0.021406146,,
XRP,10-08-2021,0.695300688,60.76499558,0.816004957,1.76E-05,0.000258094,,
TRON,10-08-2021,0.062973714,5.50389562,0.073911074,1.60E-06,2.34E-05,,
Cardano,10-08-2021,1.25929144,110.054312,1.477904561,3.19E-05,0.000467446,,
Chainlink,10-08-2021,20.67655764,1807.003727,24.26601012,0.000524069,0.007675096,,
Tether,10-08-2021,0.856339182,74.84579476,1.005094116,2.18E-05,0.000318773,,
Uniswap,10-08-2021,24.21841388,2116.540137,28.42273296,0.000613841,0.008989826,,
Stellar,10-08-2021,0.254860726,22.27325699,0.299104574,6.46E-06,9.46E-05,,
Status,10-08-2021,0.075047016,6.559100944,0.088081285,1.90E-06,2.79E-05,,
Bitcoin,11-08-2021,38939.63336,3397211.456,45639.51402,1,14.49570793,,
Ethereum,11-08-2021,2685.739644,234312.0542,3147.842995,0.069154796,1,,
Dogecoin,11-08-2021,0.219655282,19.16339153,0.25744876,5.66E-06,8.18E-05,,
Binance Coin,11-08-2021,318.0150479,27744.59517,372.7321236,0.008188532,0.118384609,,
Nano,11-08-2021,4.543157436,396.3588034,5.324844627,0.000116981,0.001691585,,
Litecoin,11-08-2021,141.3929443,12335.54835,165.7207505,0.00364071,0.052635083,,
Dash,11-08-2021,150.4766826,13128.04117,176.3674198,0.003874606,0.056016604,,
Swipe,11-08-2021,2.611682802,227.8511113,3.061044072,6.72E-05,0.000972228,,
NEO,11-08-2021,39.90265764,3481.228608,46.76823446,0.001027449,0.014854204,,
NEM,11-08-2021,0.160943248,14.04117604,0.188634843,4.14E-06,5.99E-05,,
Cosmos,11-08-2021,12.00484662,1047.339149,14.07037813,0.000309111,0.004468937,,
Filecoin,11-08-2021,56.93490891,4967.173753,66.7310231,0.00146601,0.021194648,,
XRP,11-08-2021,0.728477551,63.55458609,0.853818039,1.88E-05,0.000271184,,
TRON,11-08-2021,0.063728717,5.559886103,0.074693761,1.64E-06,2.37E-05,,
Cardano,11-08-2021,1.430223142,124.7769951,1.676304667,3.68E-05,0.000532416,,
Chainlink,11-08-2021,20.9480508,1827.571346,24.55233333,0.000539389,0.007798143,,
Tether,11-08-2021,0.852107942,74.34738308,0.998819552,2.19E-05,0.000316576,,
Uniswap,11-08-2021,24.63078807,2148.86449,28.86871551,0.000633813,0.009167443,,
Stellar,11-08-2021,0.265067496,23.12529048,0.310674514,6.82E-06,9.87E-05,,
Status,11-08-2021,0.075811169,6.613995833,0.088855098,1.95E-06,2.82E-05,,
Bitcoin,12-08-2021,38875.87919,3382965.979,45652.06013,1,14.41433988,,
Ethereum,12-08-2021,2696.618605,234658.8473,3166.647218,0.069305062,1,,
Dogecoin,12-08-2021,0.226466249,19.70613774,0.265928121,5.82E-06,8.39E-05,,
Binance Coin,12-08-2021,333.7677459,29044.35739,391.944453,0.008578074,0.123753902,,
Nano,12-08-2021,4.908620682,427.1274669,5.763950604,0.000126167,0.001818699,,
Litecoin,12-08-2021,145.6955346,12678.3766,171.090698,0.003744481,0.054020771,,
Dash,12-08-2021,154.6303424,13455.28015,181.5747668,0.003974608,0.057284551,,
Swipe,12-08-2021,2.747175808,239.047651,3.225872741,7.06E-05,0.001017722,,
NEO,12-08-2021,41.63042868,3622.665953,48.88673576,0.001069932,0.015435668,,
NEM,12-08-2021,0.166700991,14.50626439,0.195757468,4.28E-06,6.18E-05,,
Cosmos,12-08-2021,12.41270874,1080.101557,14.57563024,0.000319055,0.004598428,,
Filecoin,12-08-2021,61.52502187,5353.647886,72.24579163,0.001581392,0.022795711,,
XRP,12-08-2021,0.856620627,74.53951369,1.005887255,2.20E-05,0.000317345,,
TRON,12-08-2021,0.070866691,6.166520504,0.083215252,1.82E-06,2.63E-05,,
Cardano,12-08-2021,1.531766133,133.2878278,1.798677245,3.94E-05,0.00056746,,
Chainlink,12-08-2021,22.08815975,1922.018492,25.93703404,0.000567753,0.008182807,,
Tether,12-08-2021,0.853298713,74.28360151,1.001924139,2.19E-05,0.000315578,,
Uniswap,12-08-2021,24.72251405,2151.344887,29.0317215,0.000635387,0.009166576,,
Stellar,12-08-2021,0.288015139,25.06298087,0.338217031,7.40E-06,0.00010679,,
Status,12-08-2021,0.081931359,7.129321295,0.096207945,2.11E-06,3.04E-05,,
Bitcoin,13-08-2021,37911.83204,3304230.031,44495.20979,1,14.58390997,,
Ethereum,13-08-2021,2597.378687,226376.2049,3048.412682,0.068561653,1,,
Dogecoin,13-08-2021,0.226024877,19.69767859,0.265251612,5.97E-06,8.70E-05,,
Binance Coin,13-08-2021,328.131254,28598.48984,385.1111435,0.00866151,0.126225413,,
Nano,13-08-2021,5.460077485,475.8363447,6.407676763,0.000144126,0.002102775,,
Litecoin,13-08-2021,140.9782123,12287.04649,165.4590347,0.003721328,0.054231448,,
Dash,13-08-2021,153.6701608,13393.2214,180.3549361,0.004056351,0.059113782,,
Swipe,13-08-2021,2.738823159,238.6837191,3.214147338,7.23E-05,0.001054293,,
NEO,13-08-2021,41.40443227,3608.629843,48.59429896,0.001092931,0.015927442,,
NEM,13-08-2021,0.160238959,13.9645492,0.188048514,4.23E-06,6.17E-05,,
Cosmos,13-08-2021,11.95807983,1042.126052,14.03341078,0.000315658,0.004604277,,
Filecoin,13-08-2021,58.29285961,5080.551557,68.41539641,0.001538726,0.022424076,,
XRP,13-08-2021,0.82302848,71.73157488,0.965947117,2.17E-05,0.000316602,,
TRON,13-08-2021,0.071685693,6.247812539,0.084133891,1.89E-06,2.76E-05,,
Cardano,13-08-2021,1.540334438,134.2374921,1.807660278,4.07E-05,0.000593082,,
Chainlink,13-08-2021,21.24236546,1851.391983,24.93109557,0.000560724,0.008171506,,
Tether,13-08-2021,0.853022865,74.35212495,1.0012358,2.27E-05,0.000333096,,
Uniswap,13-08-2021,23.88170396,2081.425222,28.02875437,0.000630393,0.009186805,,
Stellar,13-08-2021,0.279293646,24.34201684,0.327792901,7.37E-06,0.000107439,,
Status,13-08-2021,0.077097985,6.71895657,0.090478381,2.04E-06,2.97E-05,,
Bitcoin,14-08-2021,40450.6937,3541432.667,47717.27053,1,14.36486858,,
Ethereum,14-08-2021,2817.128108,246637.7853,3323.197991,0.069611548,1,,
Dogecoin,14-08-2021,0.242868491,21.26298292,0.286497473,6.00E-06,8.62E-05,,
Binance Coin,14-08-2021,347.7426242,30444.64696,410.2112314,0.008592759,0.123436714,,
Nano,14-08-2021,5.686019855,497.8074445,6.707458459,0.000140581,0.002018972,,
Litecoin,14-08-2021,155.5650664,13619.62324,183.5108296,0.00384403,0.055220267,,
Dash,14-08-2021,165.1882998,14462.13124,194.862784,0.004084268,0.05865682,,
Swipe,14-08-2021,3.031671354,265.4209109,3.576281861,7.50E-05,0.001076518,,
NEO,14-08-2021,46.87260281,4103.66675,55.29281364,0.001158227,0.016638168,,
NEM,14-08-2021,0.171529266,15.01727884,0.202342844,4.24E-06,6.09E-05,,
Cosmos,14-08-2021,12.91432863,1130.641309,15.23426317,0.000319341,0.004586142,,
Filecoin,14-08-2021,63.24783869,5537.308302,74.60970265,0.001563971,0.022460601,,
XRP,14-08-2021,0.922533181,80.7671969,1.088257366,2.28E-05,0.00032761,,
TRON,14-08-2021,0.075781191,6.634595347,0.08939455,1.87E-06,2.69E-05,,
Cardano,14-08-2021,1.812025629,158.6416985,2.137538549,4.48E-05,0.000643207,,
Chainlink,14-08-2021,23.4964028,2057.095215,27.71730486,0.000580599,0.008340418,,
